"Gate実行ID","候補ID","正規エクスポージャーID","エクスポージャー群ID","取引手段ID","シンボル","取引所またはVenue","Broker","資産クラス","リスク群","代替グループID","最終Gate分類","HardGate状態","G1日本Broker利用可否","G2_API注文口座","G3_LongShort","G4契約仕様","G5_50万円資金適合","G5_75万円資金適合","G5_100万円資金適合","G6流動性スプレッド","G7データ可否費用","G8運用リスク","G9規制税務","G10_Biasデータ完全性","最小数量1N円リスク","二Nストップ損失円","ギャップストレス損失円","四Unit理論ストップ損失円","不足している重要情報","必要証拠ID一覧","Gate理由","計算版","基準日","確認日時","確認者ロール","レビューメモ"
"GTE-P06-20260802-0001","CAN-EXP-METAL-JP-GOLD-POCKETGOLD100-IBSJ","EXP-METAL-JP-GOLD","CLU-EXP-METAL-JP-GOLD","VEH-POCKETGOLD100","POCKETGOLD100","OSE","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-METAL-JP-PLATINUM-PLATSTD-IBSJ","EXP-METAL-JP-PLATINUM","CLU-EXP-METAL-JP-PLATINUM","VEH-PLATSTD","PLATSTD","OSE","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-METAL-JP-PLATINUM-PLATMINI-IBSJ","EXP-METAL-JP-PLATINUM","CLU-EXP-METAL-JP-PLATINUM","VEH-PLATMINI","PLATMINI","OSE","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-ENERGY-US-WTI-CL-IBSJ","EXP-ENERGY-US-WTI","CLU-EXP-ENERGY-US-WTI","VEH-CL","CL","NYMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-ENERGY-US-WTI-MCL-IBSJ","EXP-ENERGY-US-WTI","CLU-EXP-ENERGY-US-WTI","VEH-MCL","MCL","NYMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-CORN-ZC-IBSJ","EXP-AGRI-US-CORN","CLU-EXP-AGRI-US-CORN","VEH-ZC","ZC","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-CORN-XC-IBSJ","EXP-AGRI-US-CORN","CLU-EXP-AGRI-US-CORN","VEH-XC","XC","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-WHEAT-ZW-IBSJ","EXP-AGRI-US-WHEAT","CLU-EXP-AGRI-US-WHEAT","VEH-ZW","ZW","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-WHEAT-XW-IBSJ","EXP-AGRI-US-WHEAT","CLU-EXP-AGRI-US-WHEAT","VEH-XW","XW","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-SOYBEANS-ZS-IBSJ","EXP-AGRI-US-SOYBEANS","CLU-EXP-AGRI-US-SOYBEANS","VEH-ZS","ZS","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-AGRI-US-SOYBEANS-XK-IBSJ","EXP-AGRI-US-SOYBEANS","CLU-EXP-AGRI-US-SOYBEANS","VEH-XK","XK","CBOT","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-CRYPTO-GLOBAL-BTC-BTC-IBSJ","EXP-CRYPTO-GLOBAL-BTC","CLU-EXP-CRYPTO-GLOBAL-BTC","VEH-BTC","BTC","CME","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-CRYPTO-GLOBAL-BTC-MBT-IBSJ","EXP-CRYPTO-GLOBAL-BTC","CLU-EXP-CRYPTO-GLOBAL-BTC","VEH-MBT","MBT","CME","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-CRYPTO-GLOBAL-ETH-ETH-IBSJ","EXP-CRYPTO-GLOBAL-ETH","CLU-EXP-CRYPTO-GLOBAL-ETH","VEH-ETH","ETH","CME","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-CRYPTO-GLOBAL-ETH-MET-IBSJ","EXP-CRYPTO-GLOBAL-ETH","CLU-EXP-CRYPTO-GLOBAL-ETH","VEH-MET","MET","CME","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-RATES-JP-JGB10Y-JGB10Y-IBSJ","EXP-RATES-JP-JGB10Y","CLU-EXP-RATES-JP-JGB10Y","VEH-JGB10Y","JGB10Y","OSE","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-RATES-JP-JGB10Y-MINIJGB10Y-IBSJ","EXP-RATES-JP-JGB10Y","CLU-EXP-RATES-JP-JGB10Y","VEH-MINIJGB10Y","MINIJGB10Y","OSE","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-EQ-DE-DAX-FDAX-IBSJ","EXP-EQ-DE-DAX","CLU-EXP-EQ-DE-DAX","VEH-FDAX","FDAX","EUREX","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-EQ-DE-DAX-FDXM-IBSJ","EXP-EQ-DE-DAX","CLU-EXP-EQ-DE-DAX","VEH-FDXM","FDXM","EUREX","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-024-JP049-IBSJ","EXP-REBUILT-024","CLU-EXP-REBUILT-024","VEH-JP049","JP049","CME","Interactive Brokers Securities Japan Inc.","株価指数","再構成リスク群","PG-株価指数","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-025-JP050-IBSJ","EXP-REBUILT-025","CLU-EXP-REBUILT-025","VEH-JP050","JP050","CBOT","Interactive Brokers Securities Japan Inc.","金利・債券","再構成リスク群","PG-金利・債券","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-026-JP051-IBSJ","EXP-REBUILT-026","CLU-EXP-REBUILT-026","VEH-JP051","JP051","NYMEX","Interactive Brokers Securities Japan Inc.","為替","再構成リスク群","PG-為替","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-027-JP052-IBSJ","EXP-REBUILT-027","CLU-EXP-REBUILT-027","VEH-JP052","JP052","COMEX","Interactive Brokers Securities Japan Inc.","エネルギー","再構成リスク群","PG-エネルギー","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-028-JP053-IBSJ","EXP-REBUILT-028","CLU-EXP-REBUILT-028","VEH-JP053","JP053","ICEUS","Interactive Brokers Securities Japan Inc.","環境・電力","再構成リスク群","PG-環境・電力","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-029-JP054-IBSJ","EXP-REBUILT-029","CLU-EXP-REBUILT-029","VEH-JP054","JP054","ICEEU","Interactive Brokers Securities Japan Inc.","金属","再構成リスク群","PG-金属","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-030-JP055-IBSJ","EXP-REBUILT-030","CLU-EXP-REBUILT-030","VEH-JP055","JP055","OSE","Interactive Brokers Securities Japan Inc.","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-031-JP056-IBSJ","EXP-REBUILT-031","CLU-EXP-REBUILT-031","VEH-JP056","JP056","TOCOM","Interactive Brokers Securities Japan Inc.","畜産","再構成リスク群","PG-畜産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-032-JP057-IBSJ","EXP-REBUILT-032","CLU-EXP-REBUILT-032","VEH-JP057","JP057","EUREX","Interactive Brokers Securities Japan Inc.","暗号資産","再構成リスク群","PG-暗号資産","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
"GTE-P06-20260802-0001","CAN-EXP-REBUILT-033-JP058-IBSJ","EXP-REBUILT-033","CLU-EXP-REBUILT-033","VEH-JP058","JP058","SGX","Interactive Brokers Securities Japan Inc.","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","証拠不足","証拠不足","証拠不足","プラットフォーム確認済み・銘柄単位は未確認","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","証拠不足","","","","","N/ATR;現在価格;契約倍率;ティックサイズ;最小数量;当初証拠金;維持証拠金;手数料;スプレッド;データ費用;銘柄単位の日本居住者利用可否","EVD-P04-0001;EVD-P04-0002","不適格確定ではなく、重要数値と利用可否の証拠が不足しているため保留","P06-v0.1-日本語再構成","2026-08-02","2026-08-02T15:44:17.6495541+09:00","実行可能性・資金Gate分析者","日本語化時に再構成。公式証拠で再確認が必要"
