"exposure_cluster_id","canonical_exposure_id","original_exposure_id","candidate_id","vehicle_id","exposure_name_ja","exposure_name_en","asset_class","risk_cluster","proxy_group_id","direct_or_proxy","proxy_role","vehicle_type","symbol","exchange_or_venue","broker","broker_contract_id","hard_gate_status","evidence_confidence","evidence_ids","vehicle_difference_notes","p06_tracking_notes","created_at","updated_at"
"CLU-EXP-FX-G10-GBPUSD","EXP-FX-G10-GBPUSD","EXP-FX-G10-GBPUSD","CAN-EXP-FX-G10-GBPUSD-FUTURE-MICRO-CME-M6B-IBSJ","VEH-FUTURE-MICRO-CME-M6B","英ポンド米ドル","GBP/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","M6B","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-AUDUSD","EXP-FX-G10-AUDUSD","EXP-FX-G10-AUDUSD","CAN-EXP-FX-G10-AUDUSD-FUTURE-STANDARD-CME-6A-IBSJ","VEH-FUTURE-STANDARD-CME-6A","豪ドル米ドル","AUD/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","6A","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-AUDUSD","EXP-FX-G10-AUDUSD","EXP-FX-G10-AUDUSD","CAN-EXP-FX-G10-AUDUSD-FUTURE-MICRO-CME-M6A-IBSJ","VEH-FUTURE-MICRO-CME-M6A","豪ドル米ドル","AUD/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","M6A","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-CADUSD","EXP-FX-G10-CADUSD","EXP-FX-G10-CADUSD","CAN-EXP-FX-G10-CADUSD-FUTURE-STANDARD-CME-6C-IBSJ","VEH-FUTURE-STANDARD-CME-6C","カナダドル米ドル","CAD/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","6C","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-CHFUSD","EXP-FX-G10-CHFUSD","EXP-FX-G10-CHFUSD","CAN-EXP-FX-G10-CHFUSD-FUTURE-STANDARD-CME-6S-IBSJ","VEH-FUTURE-STANDARD-CME-6S","スイスフラン米ドル","CHF/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","6S","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-NZDUSD","EXP-FX-G10-NZDUSD","EXP-FX-G10-NZDUSD","CAN-EXP-FX-G10-NZDUSD-FUTURE-STANDARD-CME-6N-IBSJ","VEH-FUTURE-STANDARD-CME-6N","NZドル米ドル","NZD/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","6N","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-EM-MXNUSD","EXP-FX-EM-MXNUSD","EXP-FX-EM-MXNUSD","CAN-EXP-FX-EM-MXNUSD-FUTURE-STANDARD-CME-6M-IBSJ","VEH-FUTURE-STANDARD-CME-6M","メキシコペソ米ドル","MXN/USD","fx","fx_em","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","6M","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-EM-BRLUSD","EXP-FX-EM-BRLUSD","EXP-FX-EM-BRLUSD","CAN-EXP-FX-EM-BRLUSD-FUTURE-STANDARD-CME-6L-IBSJ","VEH-FUTURE-STANDARD-CME-6L","ブラジルレアル米ドル","BRL/USD","fx","fx_em","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","6L","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-US-WTI","EXP-ENERGY-US-WTI","EXP-ENERGY-US-WTI","CAN-EXP-ENERGY-US-WTI-FUTURE-STANDARD-NYMEX-CL-IBSJ","VEH-FUTURE-STANDARD-NYMEX-CL","WTI原油","WTI Crude Oil","energy","energy_crude","PG-ENERGY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","CL","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-US-WTI","EXP-ENERGY-US-WTI","EXP-ENERGY-US-WTI","CAN-EXP-ENERGY-US-WTI-FUTURE-MICRO-NYMEX-MCL-IBSJ","VEH-FUTURE-MICRO-NYMEX-MCL","WTI原油","WTI Crude Oil","energy","energy_crude","PG-ENERGY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","MCL","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-GLOBAL-BRENT","EXP-ENERGY-GLOBAL-BRENT","EXP-ENERGY-GLOBAL-BRENT","CAN-EXP-ENERGY-GLOBAL-BRENT-FUTURE-STANDARD-NYMEX-BZ-IBSJ","VEH-FUTURE-STANDARD-NYMEX-BZ","ブレント原油","Brent Crude Oil","energy","energy_crude","PG-ENERGY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","BZ","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-US-NATGAS","EXP-ENERGY-US-NATGAS","EXP-ENERGY-US-NATGAS","CAN-EXP-ENERGY-US-NATGAS-FUTURE-STANDARD-NYMEX-NG-IBSJ","VEH-FUTURE-STANDARD-NYMEX-NG","米国天然ガス","Henry Hub Natural Gas","energy","energy_gas","PG-ENERGY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","NG","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-US-GASOLINE","EXP-ENERGY-US-GASOLINE","EXP-ENERGY-US-GASOLINE","CAN-EXP-ENERGY-US-GASOLINE-FUTURE-STANDARD-NYMEX-RB-IBSJ","VEH-FUTURE-STANDARD-NYMEX-RB","米国ガソリン","RBOB Gasoline","energy","energy_refined","PG-ENERGY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","RB","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENERGY-US-HEATINGOIL","EXP-ENERGY-US-HEATINGOIL","EXP-ENERGY-US-HEATINGOIL","CAN-EXP-ENERGY-US-HEATINGOIL-FUTURE-STANDARD-NYMEX-HO-IBSJ","VEH-FUTURE-STANDARD-NYMEX-HO","米国暖房油","Heating Oil","energy","energy_refined","PG-ENERGY-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","HO","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-ENV-GLOBAL-GEO","EXP-ENV-GLOBAL-GEO","EXP-ENV-GLOBAL-GEO","CAN-EXP-ENV-GLOBAL-GEO-FUTURE-STANDARD-NYMEX-GEO-IBSJ","VEH-FUTURE-STANDARD-NYMEX-GEO","Global Emissions Offset","Global Emissions Offset","environmental_power","environmental_carbon","PG-ENVIRONMENTAL-POWER","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","GEO","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-GOLD","EXP-METAL-GLOBAL-GOLD","EXP-METAL-GLOBAL-GOLD","CAN-EXP-METAL-GLOBAL-GOLD-FUTURE-STANDARD-COMEX-GC-IBSJ","VEH-FUTURE-STANDARD-COMEX-GC","金","Gold","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","GC","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-GOLD","EXP-METAL-GLOBAL-GOLD","EXP-METAL-GLOBAL-GOLD","CAN-EXP-METAL-GLOBAL-GOLD-FUTURE-MICRO-COMEX-MGC-IBSJ","VEH-FUTURE-MICRO-COMEX-MGC","金","Gold","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","MGC","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-SILVER","EXP-METAL-GLOBAL-SILVER","EXP-METAL-GLOBAL-SILVER","CAN-EXP-METAL-GLOBAL-SILVER-FUTURE-STANDARD-COMEX-SI-IBSJ","VEH-FUTURE-STANDARD-COMEX-SI","銀","Silver","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","SI","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-SILVER","EXP-METAL-GLOBAL-SILVER","EXP-METAL-GLOBAL-SILVER","CAN-EXP-METAL-GLOBAL-SILVER-FUTURE-MICRO-COMEX-SIL-IBSJ","VEH-FUTURE-MICRO-COMEX-SIL","銀","Silver","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","SIL","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-COPPER","EXP-METAL-GLOBAL-COPPER","EXP-METAL-GLOBAL-COPPER","CAN-EXP-METAL-GLOBAL-COPPER-FUTURE-STANDARD-COMEX-HG-IBSJ","VEH-FUTURE-STANDARD-COMEX-HG","銅","Copper","metals","metals_industrial","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","HG","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-COPPER","EXP-METAL-GLOBAL-COPPER","EXP-METAL-GLOBAL-COPPER","CAN-EXP-METAL-GLOBAL-COPPER-FUTURE-MICRO-COMEX-MHG-IBSJ","VEH-FUTURE-MICRO-COMEX-MHG","銅","Copper","metals","metals_industrial","PG-METALS-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","MHG","COMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-PLATINUM","EXP-METAL-GLOBAL-PLATINUM","EXP-METAL-GLOBAL-PLATINUM","CAN-EXP-METAL-GLOBAL-PLATINUM-FUTURE-STANDARD-NYMEX-PL-IBSJ","VEH-FUTURE-STANDARD-NYMEX-PL","プラチナ","Platinum","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","PL","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-METAL-GLOBAL-PALLADIUM","EXP-METAL-GLOBAL-PALLADIUM","EXP-METAL-GLOBAL-PALLADIUM","CAN-EXP-METAL-GLOBAL-PALLADIUM-FUTURE-STANDARD-NYMEX-PA-IBSJ","VEH-FUTURE-STANDARD-NYMEX-PA","パラジウム","Palladium","metals","metals_precious","PG-METALS-FUTURES","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","PA","NYMEX","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-CORN","EXP-AGRI-US-CORN","EXP-AGRI-US-CORN","CAN-EXP-AGRI-US-CORN-FUTURE-STANDARD-CBOT-ZC-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZC","とうもろこし","Corn","grains_oilseeds","agri_grain","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","ZC","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-AGRI-US-CORN","EXP-AGRI-US-CORN","EXP-AGRI-US-CORN","CAN-EXP-AGRI-US-CORN-FUTURE-MICRO-CBOT-XC-IBSJ","VEH-FUTURE-MICRO-CBOT-XC","とうもろこし","Corn","grains_oilseeds","agri_grain","PG-GRAINS-OILSEEDS","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","XC","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
